movie_name,movie_data,movie_scores,movie_type,movie_lang,movie_intro,movie_len
幽会百科,1965-07-05,82,纪录,意大利语,"这是一部探讨意大利人爱情与性观念的带有社会学性质的纪录片。影片向意大利各地、各种阶层，各种行业、各种年龄的男女们询问关于爱情和婚姻生活、性生活方面的各种问题，甚至采访孩子们“孩子是怎样生出来的”。他随意地把镜头和麦克风向着沐浴在阳光下悠闲散步的人们；在镜头后面，他向人们抛出了一个有关""爱情""――这是一个交叉着包容了性、夫妻、快乐、家庭、婚约以及风俗习惯、卖淫及其价格等多种范畴的模糊不定的领域――的问题。有的人把他的那些""不足为外人道""的回忆伪装改扮，说起来支支唔唔、顾左右而言它，而他们又时常收拾起他们自己的隐痛，喋喋不休地好象是别人的代言人；他们越聊越近乎，说出他们赞赏的事物和不满意之处；他们勾肩褡背、面面相觑。笑语、伤痛，还有些许狂热迅速在这一群人中间传递，波及每一个人。",92
我想吃掉你的胰脏,2019-01-18,82,"动画,剧情,爱情",日语,“没有名字的我，没有未来的她” 对他人毫无兴趣，总是独自一人读书的高中生“我”。这样的“我”有一天，偶然捡到一册写着《共病文库》的文库本。那是，天真烂漫的班上人气王·山内樱良私下记录的日记本。里面记载着她身患胰脏的疾病，已经时日无多……。隐藏自己的疾病度过日常的樱良，与知晓其秘密的“我”。— 两人的距离，还没有名字。,109
老男孩,2003-11-21,82,"惊悚,悬疑",朝鲜语,女儿生日那天，中年男子吴大修（崔岷植饰）在醉酒回家路上，突遭不明身份的人绑架失踪。就此，他毫无理由地被囚禁在一个神秘的私人监狱中。寻死未果的吴大修，每天看电视，三餐吃煎饺。通过电视，他得知妻子已遭杀害，女儿下落不明，自己更被怀疑为凶手。就此，吴大修开始锻炼身体，决心复仇，并在牢中度过漫长的15年...,120
海上钢琴师,2019-11-09,82,"剧情,音乐",意大利语,1900年，一个被遗弃的婴儿出现在往返欧美的弗吉尼亚号上，被船上的锅炉工丹尼收养，并以新世纪的年份取名为“1900”。丹尼意外去世后，1900继续在船上长大，并逐渐展现出无师自通的惊人钢琴天赋，成为弗吉尼亚号上的钢琴师。他的演奏吸引着来自世界各地的乘客，也让他与小号手麦克斯结下深厚友谊。然而无论船只多少次靠岸，1900始终没有真正踏上陆地，对他而言，这艘船和八十八个琴键就是自己熟悉的整个世界。直到一次偶然的邂逅，让从未离开过大海的他第一次认真考虑走下弗吉尼亚号，面对那个没有边界的陌生世界……,170
青春猪头少年不会梦到怀梦美少女,2019-06-15,82,"动画,爱情,剧情,奇幻",日语,居住在天空与海洋辉映的城镇“藤泽”的梓川咲太，就读高中二年级。,90
拯救大兵瑞恩,1998-11-13,82,"战争,剧情,历史",英语,1944年，诺曼底登陆期间。经历奥马哈海滩的惨烈战斗后，约翰·米勒上尉突然接到一项特殊命令：深入德军控制区，寻找失散的伞兵詹姆斯·瑞恩。瑞恩家中四兄弟均在军中服役，其中三人已经先后阵亡，为了避免他们的母亲失去最后一个儿子，美军决定将瑞恩找到并安全送回家。米勒只得带领七名士兵离开正在推进的部队，深入危机四伏的法国战场寻找一个素未谋面的人。随着搜寻不断深入，小队不仅要面对随时可能出现的德军，也开始无法回避同一个问题：为了拯救一个人的生命，让更多人冒险甚至牺牲，究竟是否值得……,169
为了萨玛,2019-07-26,82,"纪录,战争",英语,本片既是一段深入战争女性体验的私密旅程，也是一曲波澜壮阔的史诗。这部一位年轻母亲写给女儿的深情家书，以瓦德·卡提卜的镜头穿越叙利亚阿勒颇五年起义时光，记录她在战火蔓延中坠入爱河、缔结婚姻并诞下女儿萨玛的人生轨迹。在灾难性冲突愈演愈烈之际，她的摄像机捕捉到无数关于失去、欢笑与生存的震撼片段，而瓦德本人则深陷两难抉择——是否该为保护女儿生命逃离这座城市？离去意味着抛下她已付出巨大代价的自由抗争。,96
安逸人生,1962-12-05,82,"剧情,喜剧,冒险",意大利语,1962年的夏天，罗伯托和布鲁诺结伴去托斯卡纳地区游玩，这两人的性格年龄都大相径庭。罗伯托是个羞涩内向的学生，而布鲁诺则是个精力旺盛、反复无常的中年人。在旅途中两人慢慢熟悉了解，布鲁诺成功人士和上流社会的派头让罗伯托心生艳羡，但同时他也看到了布鲁诺空虚、肤浅和不快乐的另一面。,105
牯岭街少年杀人事件,1991-07-27,82,"犯罪,剧情,爱情",汉语,这部由杨德昌执导的台湾电影杰作，被誉为当代影坛最受推崇与渴求的作品之一。影片以六十年代初的台湾为背景，改编自一起震动全岛的真实案件。这部兼具宏大格局与私密情感的巨作，以小说般的笔触与沉静的凝视，聚焦一位少年（张震的银幕首秀）从纯真逐渐无可挽回地滑向犯罪深渊的过程，并交织着躁动青春、摇滚乐与政治动荡的压抑时代底色。,237
角斗士,2000-08-12,82,"动作,剧情,冒险",英语,马克西蒙斯是罗马帝国战功显赫，受人拥戴的大将军。老国王马库斯·奥利利乌斯对大将军赏识有加，有意加冕于他。老国王对将军这种超越亲情的宠爱自然招来太子康莫迪乌斯的妒忌与不安，太子伺机杀害父亲，抢先登上王位，并马上下令诛杀大将军一家。马克西蒙斯死里逃生躲过暴君的魔爪，可是他所有的家人都未能幸免于难，返回家园，他只看到满目疮痍的破败景象。走投无路的马克西蒙斯只能投身为奴，从昔日的大将军沦为一名角斗士，在血腥厮杀中苟且求生。凭借英勇的气魄和高超的武艺，马克西蒙斯渐渐脱颖而出，晋级到罗马的大角斗场。这一次，他的剑直指暴君康莫迪乌斯，失去亲人的痛苦，沦为奴隶的屈辱，在马克西蒙斯的内心燃起了熊熊怒火。,155
天地玄黄,1993-11-19,82,纪录,英语,我们是谁？从哪里来？又将归往何处？这些问题和我们的生存息息相关，但却很少有人能够给出准确的答案。历时14个月，穿越24个国家，导演罗恩·弗里克（Ron Fricke）用镜头向我们展示了大自然能够拥有的最壮阔最绚丽的景致——从远古到现在，从猿猴到人类，从荒无人烟的沙漠到震撼人心的宗教活动现场，从广袤天地带来的感动到婴孩单纯的笑脸给予的幸福，我们会发现，很多时候，我们并不能意识到，这美好的一切正时时刻刻的发生在我们身边。全片没有台词，片名Baraka在古伊斯兰语中代表祝福，这也是导演拍摄此片的初衷，祝福与我们共同存在在这颗蔚蓝地球上的一切。,97
鬼灭之刃：无限列车篇,2020-10-16,82,"动画,动作,奇幻",日语,炭治郎等人完成蝴蝶屋的训练，下一个目的地是开往黑暗的无限列车。以多人行踪不明的这辆列车为舞台，炭治郎带着祢豆子与善逸、伊之助一行人，与鬼杀队最强剑士〝柱〞其中之一炎柱炼狱杏寿郎会合，新的任务即将开始！,117
GIVEN 被赠与的未来 剧场版,2020-08-22,82,"动画,剧情,音乐,爱情",日语,高中生上山立夏热爱演奏吉他，与春树和秋彦合组一个小乐队。某个午休，他意外帮佐藤真冬修好吉他弦后，被真冬拜托教吉他，而后又在听到真冬的歌声后邀请他加入乐队。立夏在相处的过程中渐渐喜欢上真冬，真冬有一个彼此互相喜欢并支持的青梅竹马，但那个人却自杀了，因那个人喜欢吉他，真冬才一直很想学。那个人没有做到的事，没有坚持的陪伴，立夏都帮他实现了，真冬也开始慢慢喜欢上立夏。另外一对CP春树和秋彦，春树一直默默喜欢着秋彦，为他留着长发，但秋彦却与极具音乐才华的小提琴家雨月同居在一起。动画影集以高中生的真冬与立夏两人间悲伤恬淡的爱情为主轴，首部剧场版则为大人组三人的春树、秋彦、雨月，炽热的三角恋拉开序幕。,59
黑帮悍将,1993-02-05,82,"犯罪,剧情,惊悚",英语,影片以诗人吉米·圣地亚哥·巴卡的真实生活经历为基础，重点讲述了帕科和克鲁兹的同父异母兄弟，以及他们的两个种族表兄米科。影片于1972年开拍，因为这三人是洛杉矶东部一个叫“瓦托斯机车”的团伙的成员，故事的重点是暴力犯罪和毒品的影响如何改变他们的生活。,190
一年中的生活,2020-11-27,82,"剧情,爱情",英语,泰伦斯·霍华德(《嘻哈帝国》)确认加盟加盟新片[一年中的生活](Life In A Year，暂译)。该片将由Mitja Okorn执导，讲述一个17岁的男孩，在发现患有癌症的女朋友只剩下一年的生命后，决定在她还没离去的这一年给她一个完整的人生。贾登·史密斯、卡拉·迪瓦伊加盟主演，泰伦斯饰贾登的父亲。,107
绿皮书,2019-03-01,82,"剧情,喜剧,历史",英语,1962年，纽约。夜总会因装修暂时停业后，托尼·利普急需寻找一份新工作，并受雇成为知名黑人钢琴家唐·雪利的司机兼保镖。唐·雪利即将展开为期八周的美国南方巡演，而在当时种族隔离与歧视依然严重的南部地区，两人不得不依靠一本为黑人旅行者提供安全食宿信息的“绿皮书”一路前行。性格、出身和生活方式截然不同的两人在旅途中冲突不断，却也在共同面对偏见与危险的过程中逐渐了解彼此，建立起一段跨越种族与阶层的友谊……,130
超级马力欧银河大电影,2026-04-03,82,"家庭,喜剧,冒险,奇幻,动画",英语,击败酷霸后，马力欧和路易吉在蘑菇王国开始了新的生活，并结识了新伙伴耀西。与此同时，酷霸Jr.为了救出父亲、重振酷霸家族，将目标指向生活在彗星天文台、守护奇可们的罗莎塔公主。随着碧姬公主的生日庆典被突如其来的危机打破，马力欧、路易吉、碧姬公主、奇诺比奥和耀西踏上跨越银河的全新冒险，在一个个陌生世界中追寻罗莎塔的下落，并阻止酷霸Jr.的计划……,98
穿靴子的猫2,2022-12-23,82,"动画,冒险,奇幻,喜剧,家庭",英语,时隔11年，臭屁自大又爱卖萌的猫大侠回来了！如今的猫大侠（安东尼奥·班德拉斯 配音），依旧幽默潇洒又不拘小节、数次“花式送命”后，九条命如今只剩一条，于是不得不请求自己的老搭档兼“宿敌”——迷人的软爪妞（萨尔玛·海耶克 配音）来施以援手来恢复自己的九条生命。,103
克劳斯：圣诞节的秘密,2019-11-08,82,"动画,家庭,喜剧",英语,贾斯帕（詹森·舒瓦兹曼饰）被认为是邮政学院最差的学生，他驻扎在北极圈内的一个冰冻岛屿上，那里的当地人之间几乎不交流，更不用说写信了。当贾斯帕准备放弃之时，他找到了自己的盟友阿尔娃（当地的一名教师，拉什达·琼斯饰），并发现了克劳斯（奥斯卡奖得主 J·K·西蒙斯饰），克劳斯是一个神秘的木匠，独自住在一个满是手工玩具的小屋里。这几段不可思议的友谊让斯密伦斯堡又重新充满了欢声笑语，创造出了新的故事，这里有慷慨的邻居、神奇的传说和小心翼翼挂在烟囱上的长袜。《克劳斯：圣诞节的秘密》是一部节日喜剧动画片，由《神偷奶爸》联合创剧人塞尔希奥·巴勃罗斯担任导演，由琼·库萨克、威尔·萨索和诺曼·麦克唐纳徳联袂主演。,97
福音战士新剧场版：终,2025-10-31,82,"动画,动作,科幻,剧情",日语,成为“第三次冲击”元凶的碇真嗣，变得像废人一样……真嗣还能振作起来吗？2012年《福音战士新剧场版：Q》之后，这部动画讲述了被封印的故事的后续。,154
狼的孩子雨和雪,2012-07-21,82,"动画,家庭,剧情,奇幻",日语,在某国立大学念书的花（宫崎葵 配音）与偶然来校旁听的男子（大泽隆夫 配音）坠入爱河，即使对方是一名狼人，她也义无反顾投入对方怀抱。此后的岁月里，花先后生下女儿小雪和儿子小雨。谁知厄运突然降临，温柔的丈夫撒手人寰。柔弱而坚强的花竭尽全力抚养两个孩子长大，吃穿用度，衣食住行 ，无一不牵扯她的心思。而子女狼人的身份也迫使他们离开繁华大都市，前往宁静的山野乡村求生。他们在一栋古旧的民房内落脚，小雪顽劣张扬，小雨纤细内敛，姐弟俩以狼的身姿穿行于深山密林，享受着前所未有的快乐与自由。在此期间，以韭崎爷爷（菅原文太 配音）为代表的村民也给花一家带来无微不至的关怀。小雪和小雨渐渐长大，他们也终于迎来决定身份和前路的重要时刻……,117
无耻混蛋,2010-10-14,82,"剧情,惊悚,战争",英语,故事分五章进行。二战中德占法国，德军上校汉斯（克里斯托弗·瓦尔兹 Christoph Waltz 饰）号称“犹太猎人”，在一次屠犹行动中，少女苏珊娜（梅勒尼·劳伦特 Mélanie Laurent 饰）侥幸逃脱。与此同时，八名美国犹太士兵在中尉奥尔多（布拉德·皮特 饰） 的带领下潜入德占法国刺杀德国军人，其行动神出鬼没，手法残忍，对德军造成相当威胁，被称为“杂种”。三年后苏珊娜来到巴黎继承了姑母的电影院，结识了德国战斗英雄，电影《国家荣耀》的主演弗里德里克（丹尼尔·布鲁赫 Daniel Brühl 饰）。对苏珊娜一见钟情的弗里德里克说服德国宣传部长约瑟夫·戈培尔（西尔维斯特·格洛斯 Sylvester Groth 饰）在苏珊娜的影院首映《国家荣耀》，希特勒（马丁·乌特克 Martin Wuttke 饰）本人也将出席。苏珊娜决定借放映之机烧毁影院；而在德国间谍女演员布里奇特（戴安娜·克鲁格 Diane Kruger 饰）的安排下，英美联合的刺杀行动“奇诺”也将在首映当晚行动……,153
五尺天涯,2019-10-18,82,"爱情,剧情",英语,17岁女孩Stella和男孩Will身患囊肿性纤维化疾病，他们在医院治疗的过程中相识相爱，两人必须抓紧每分每秒活着的时间。他们的爱情能够战胜疾病和死亡吗？,116
单向乐队：这就是我们,2013-08-30,82,"纪录,音乐",英语,继贾斯汀-比伯、凯蒂-佩瑞之后，英国当红偶像团体“单向乐队”(One Direction)也将拥有自己的3D音乐会纪录片，索尼公司今天宣布这部名为《单向乐队》(One Direction)的3D纪录电影将于2013年8月30日上映，索尼旗下三星影业(TriStar Pictures)将负责发行。,92
砂之女,1964-02-15,82,"剧情,惊悚",日语,一个昆虫学家（冈田英次 饰）在沙漠做野外考察，却不慎错过归程班车，被困在一个沙漠中的小村子里。他落脚在一个寡妇（岸田今日子 饰）家，被招待之后发现通往外界的路已经被封住。他慢慢观察村子的各种古怪，比如全部村民每到夜晚都要出动铲沙，以免居住的房屋被沙子埋掉，所有的水都受到管制，实行配给制使用等。收留他的寡妇开始用身体诱惑他，试图和他重组一个家庭，他几次三番尝试逃走都以失败告终，只好表面上虚与委蛇，进入村子定期劳动、享受配给的生活模式，但他内心始终在做逃走的打算。一日，寡妇突发急病，被医生诊断为意外怀孕，大家手忙脚乱带她去送医，男人终于有了千载难逢的逃走机会……,123
致命魔术,2006-11-10,82,"剧情,悬疑,科幻",英语,19世纪末的伦敦，罗伯特·安吉尔与阿尔弗雷德·伯登都是充满野心的年轻魔术师，曾经作为伙伴一起登台表演。然而一次意外造成的悲剧彻底改变了两人的关系，让昔日伙伴变成势不两立的竞争对手。此后，他们各自建立自己的舞台事业，不断钻研新的魔术，也开始想尽办法窥探、破坏甚至超越对方的表演。当伯登推出一个近乎不可能破解的惊人幻术后，安吉尔对其中的秘密愈发执着，甚至将目光投向正在迅速发展的实验科学。随着两人的竞争逐渐演变成无法停止的痴迷，他们愿意为成为最伟大的魔术师付出的代价也越来越高……,130
星球大战4：新希望,1977-05-25,82,"冒险,动作,科幻",英语,很久以前，在一个遥远的银河系……莱娅公主被邪恶的帝国势力挟为人质，企图镇压反抗银河帝国的起义军。卢克·天行者与汉·索罗船长携手可爱的机器人搭档R2-D2和C-3PO，共同踏上拯救美丽公主、恢复银河系正义的征程。[20世纪福克斯],121
摇篮,2024-08-23,82,"剧情,家庭",英语,高中毕业后，以赛亚对未来没有任何规划，他受到激励，开始做出更好的人生决定。,123
相助,2012-04-23,82,剧情,英语,上世纪60年代，在密西西比州，黑佣艾比里恩（维奥拉•戴维斯 Viola Davis 饰）勤勤恳恳照顾女主人的女儿，后者因产后抑郁症只顾与闺蜜贪欢。密西西比大学毕业生斯基特（艾玛•斯通 Emma Stone 饰）在报社负责家庭主妇信箱，并由此开始黑佣的生存状态。其中，希利（布莱丝•达拉斯•霍华德 Bryce Dallas Howard 饰）无疑是反面教材，她态度傲慢，对黑佣米妮（奥克塔维亚•斯宾瑟 Octavia Spencer 饰）抱有偏见，并力主黑佣不能与主人共用厕所。最终因不堪受辱，米妮愤然离去，并以牙还牙，假借道歉之机让她蒙羞。斯基特开始采访艾比里恩和米妮，希望了解黑佣的生存状态，并为自己的新书积累素材。与此同时，马丁路德金领导的平权运动正在如火如荼地开展，而斯基特所在的密西西比州正是斗争的前沿，因为黑人遭射杀的血案，种族隔离开始，一场肤色之争在所难免……,146
男孩、鼹鼠、狐狸和马,2022-12-02,82,"动画,家庭,剧情,冒险",英语,查理·麦克西的同名绘本改编的手绘动画，关于善良、友谊、勇气和希望，通过一段辛酸而真挚的旅程，讲述了一个男孩、一只鼹鼠、一只狐狸和一匹马，四个孤独的灵魂在寻找家的过程中结伴而行，并在彼此身上找到了自己存在的意义。,35
控方证人,2025-11-28,82,"剧情,悬疑,犯罪",英语,本片改编自阿加莎·克里斯蒂同名小说。  伦敦著名刑案辩护律师韦菲爵士接受了心脏病治疗，但是身体依旧虚弱，第一天回家休养，护士一直严厉监督他服药，并杜绝烟酒。管家为了便于上楼，还专门为他修了电梯。但是，种种关心照顾，对于这位桀骜不驯、牙尖嘴利的大律师根本不起作用，反倒是一纸诉状令他倍感兴奋。律师梅休和当事人沃尔登门拜访，请他出山打官司。原来，沃尔结识了富婆，两人相见甚欢，虽然仆人对他发明的打蛋器充满鄙夷，但是富婆却对他充满爱意，甚至为他修改了遗嘱，把8万英镑留给了他。然而，富婆却惨遭毒手。于是，沃尔成为警方的头号嫌疑犯。他的唯一证人是妻子克里斯汀，然而后者登门时的冷漠与淡定，令韦菲爵士怀疑这其中另有隐情。在扑朔迷离的案件背后，隐藏着一个个环环相扣、不可告人的秘密……,116
宇宙小子大电影,2019-08-26,82,"动画,家庭,冒险,奇幻,剧情,电视电影",英语,讲述史蒂文以为他保护地球的日子结束了，但新的反派来到沙滩市，史蒂文平静美丽的日子也完了，他遇到了人生中最大的挑战。,90
闪灵,2026-01-30,82,"恐怖,惊悚",英语,杰克是一个作家。一个冬天，他得到了一个看管山顶酒店的差事。这正合杰克的意思，他正好可以有一个幽静的地方写作。于是杰克带着妻儿搬进了酒店。冬天大雪封路，山顶酒店只有杰克一家三口。从他们一搬进来，杰克的妻子温蒂就发现这里气氛诡异，杰克的儿子丹尼经常看到一些他不认识的人，但这里除了他们一家别无他人。而杰克除了一整天闷头写作外，脾气亦变得越来越古怪。直到有一天，温蒂发现丈夫这些天来一直写就只有一句话：杰克发疯了！,143
泰勒·斯威夫特：“举世盛名”巡回演唱会,2018-12-31,82,音乐,英语,您已读过头条，听过传闻，而现在她将用红唇唱出真相。泰勒·斯威夫特将赠予全世界观众近距离观赏“泰勒·斯威夫特的名誉体育场巡回演唱会”在美国最后一场表演的机会，该巡回演唱会是美国历史以来销售额最高的巡演，现在仅在 Netflix 上放映！这部传奇的演唱会电影将展示火焰特技、烟花、数个场景以及 63 英尺的眼镜蛇卡林。《泰勒·斯威夫特的名誉体育场巡回演唱会》将从 12 月 31 日起在 Netflix 上面向全球上线，您可以随处观看这场销售一空并追高清囊括 6 万人的表演——无论是在家庭聚会上，东区的酒吧里，还是在沙发上和猫一起看。无论如何，这都将是一个最佳的新年夜计划。你准备好了吗？,125
寻梦环游记,2017-11-22,82,"家庭,动画,音乐,冒险",英语,热爱音乐的少年米格出生在一个世代禁止族人接触音乐的家庭，却始终梦想成为偶像德拉库斯那样出色的音乐家。亡灵节当天，一连串意外让他闯入了绚丽神秘的亡灵世界。为了在天亮前回到家人身边，米格踏上寻找答案的旅程，并结识了落魄却机灵的乐手埃克托。两人在亡灵世界中一路同行，米格也逐渐接近家族尘封多年的往事，以及那条延续数代的音乐禁令背后的真正原因……,105
禁闭岛,2010-02-18,82,"剧情,惊悚,悬疑",英语,故事发生于波士顿海湾的一座与世隔绝的小岛上，66名精神病罪犯被关押于此，传言岛上正在进行种种人体实验。重重戒备之下，一个杀害了三个亲生孩子的女犯雷切尔，竟诡异失踪。联邦执法官泰德·丹尼尔和搭档查克奉命上岛调查此事。而泰德此行前来还有一个隐秘的目的——寻找让妻子 葬身火海的凶手。故事遵循这条线索展开，寻找失踪之谜、访问医院工作人员与病人、地毯式搜查……泰德查遍全岛，意外发现岛上多出一份神秘档案：第67号病人的 ！岛上所有秘密无不纠结于这个多出来的人。但究竟谁是67号？,138
对一个不容怀疑的公民的调查,1970-02-12,82,"剧情,惊悚",意大利语,这位极具挑衅性的意大利电影导演埃利奥·佩特里在国际上最受赞誉的作品，便是这部荣获奥斯卡奖、令人震撼且直击人心的杰出惊悚片。在讲述一位罗马警探调查一桩令人发指的罪行——而凶手正是他自己——这一卡夫卡式故事时，佩特里巧妙维系了荒诞与写实间的平衡。影片既是对人物的深刻剖析，亦是对1960年代末至70年代初意大利政府高压镇压的尖锐评论。佩特里对超现实官僚体系的动态描摹，呈现出一幅反常又愉悦的受控混乱图景。[标准收藏],111
防弹少年团世界巡回演唱会：在首尔爱自己,2019-01-26,82,音乐,朝鲜语,"在 BTS 世界巡回演唱会 ""Love Yourself ""期间于首尔奥林匹克体育场拍摄，以庆祝这个全球男孩组合的七名成员及其前所未有的国际现象。",160
黑暗正义联盟：天启星战争,2020-05-05,82,"动画,动作,冒险,奇幻",英语,在星际暴君达克赛德（Darkseid）摧毁正义联盟（Justice League）后，地球被毁灭了，这场战争是由DC超级英雄发动的。现在，正义联盟、少年泰坦、自杀小队和其他各色各样的好堡垒必须重新集结，制定战略，并将战争带到黑暗世界，以拯救地球及其幸存居民。,90
血战钢锯岭,2016-12-08,82,"剧情,历史,战争",英语,第二次世界大战期间，来自弗吉尼亚州的戴斯蒙德·道斯主动参军，希望以医疗兵的身份救助战场上的伤员。然而由于个人信仰，他坚持不携带武器，也拒绝杀害任何人，这一选择让他在军营中遭到战友和上级的质疑、排斥，甚至一度面临无法继续服役的困境。尽管如此，道斯始终没有放弃自己的原则，也不愿放弃奔赴前线救人的愿望。当他最终随部队来到冲绳岛，被派往伤亡惨重的钢锯岭战场时，这个从未拿起过武器的医疗兵，也将在真正的枪林弹雨中面对对信念与勇气最严酷的考验……,139
妈咪,2014-09-19,82,剧情,法语,单亲妈妈戴安（安妮·杜尔瓦勒 Anne Dorval 饰）大大咧咧，抽烟喝酒满口脏话，有着一颗不服输的心。她独自抚养患有多动症、常做出暴力行为的儿子斯蒂夫（安托万-奥利弗·波尼安 Antoine-Olivier Pilon 饰），母子关系游走在爆炸的边缘。戴安担心斯蒂夫惹是生非，斯蒂夫迫切想表达对妈妈的爱。新邻居凯拉（苏珊娜·克莱蒙 Suzanne Clément 饰）适时出现，这位患有失语症的高中女教师充当了母子的缓冲阀，让三个人都开始看到平衡和希望。然而斯蒂夫以前暴力行为带来的后果正在发酵，戴安需要支付一大笔赔偿金。她决定出卖自己的幸福并且做出一个痛苦决定：将儿子送回医院接受治疗......  《妈咪》是加拿大年轻导演泽维尔·多兰执导的第五部剧情长片，与多兰五年前在戛纳导演双周单元惊艳亮相的处女作《我杀了我妈妈》构成对照，同样讲述单亲家庭中狂躁而又深刻、依赖而又隔膜的母子关系。但不同于《我杀了我妈妈》的高度自传属性，《妈咪》更加宽厚和温暖，情绪更加饱满，几乎可以看作是多兰为自己处女作年少轻狂做出的一份愧意表达。本片入围第67届戛纳电影节主竞赛单元，与《再见语言》并列评审团奖。,138
被解救的姜戈,2013-05-12,82,"剧情,西部",英语,姜戈是一名奴隶，他与前主人间那段饱受虐待的过往，让他最终与德裔赏金猎人金·舒尔茨医生狭路相逢。舒尔茨正在追踪杀人如麻的布里特尔兄弟，而只有姜戈能带他找到这帮悬赏目标。行事不循常规的舒尔茨赎下了姜戈，并承诺抓住布里特尔兄弟后——无论死活——便给予他自由。,163
痴迷,2026-07-24,82,"恐怖,惊悚",英语,性格孤僻的小镇青年贝尔苦苦暗恋女神妮基却怯于表白。他在一家商店意外获得神秘许愿道具 “一愿柳”，折断柳条许下 “让妮基爱我胜过世上所有人” 的愿望。愿望成真后，妮基却逐渐失控，变得痴缠癫狂，对贝尔产生窒息般的控制欲，身体、人格与理智接连崩塌。这场强求来的 “爱情” 暗藏致命代价，将贝尔拖入万劫不复的深渊。,108
自己去看,1985-07-09,82,"剧情,战争,恐怖,历史",俄语,这是一部很特殊的战争题材电影，它真实地描写了德占区人民的悲惨遭遇和场面，以及人们面对突如其来的灾难的恐惧，反映了战争的真实面目。它既不同于《斯大林格勒保卫战》、《攻占柏林》这些正面战场的血肉横飞、排山倒海、摧枯拉朽，也不同与《这里的黎明静悄悄》、《星》所描写的局部战斗中体现的平凡悲壮，更不是战地浪漫曲，而是降临在平民百姓头上血淋淋的残酷。影片的事件和恐怖场面远超过任何一部描写德军集中营的电影，令人毛骨悚然，提醒胆小和心软者慎看。,136
蓦然回首,2024-10-26,82,"动画,剧情",日语,藤野是一名小学四年级学生，她在校报上连载的四格漫画专栏获得了同学们的一致好评。然而某天她的老师却突然告诉她，逃学的京本想在报纸上刊登自己的漫画。两个女孩对漫画的共同热情让她们走到了一起，直到有一天，某件事的发生打破了这一切，一个令人揪心的成长故事就此展开。,75
我的母亲有话说,2019-12-26,82,喜剧,葡萄牙语,Dona Hermínia will have to rediscover and reinvent herself because her children are forming new families. This supermom will have to deal with a new life scenario: Marcelina is pregnant and Juliano is getting married.,110
神秘博士：博士之日,2013-11-23,82, ,英语,被列入世界吉尼斯纪录的最长科幻系列电视剧《神秘博士》将迎来第50周年的播放纪念。为了庆祝这部长寿电视剧的半百生日，英国广播公司BBC电视台制作了《神秘博士》特辑，不仅将在英国电视台和电影院同步播映，还将首次以3D形式与观众见面。,75
红胡子,1965-04-03,82,剧情,日语,黑泽明执导这部歌颂人性光辉的经典之作，影片围绕一位傲慢的年轻医生与仁厚的诊所院长之间跌宕起伏的羁绊展开。三船敏郎在他与黑泽明合作的最后一部作品中，以极具力量的表演诠释了这位威严而富有同理心的院长形象，引导其学生走向成熟，教会那位愤世嫉俗的实习医生珍视贫困患者的生命。黑泽明精准捕捉了19世纪日本的时代风貌与人文气息，将时间、地域与情感交织成一幅引人入胜的画卷。[标准收藏],185
桃色公寓,1960-06-21,82,"喜剧,剧情,爱情",英语,C. C. Baxter是纽约一个大公司的小职员，他的单身公寓经常被公司的高层们用去当作幽会的场所，Baxter也因此获得不少升迁的机会。Baxter暗恋着公司的电梯女郎Fran Kubelik，这天他终于鼓起勇气约了她晚上一起去看一出戏剧。然而Baxter等了一晚却未见Fran的踪影，原来Fran是公司的高管有妇之夫Jeffery Sheldrake的地下情人，那晚他们还在Baxter的公寓幽会。Jeffery信誓旦旦向Fran表示，他将和他的妻子离婚然后和她名正言顺地在一起。Fran相信了，然而几个星期后她又从Jeffery的上一任情人知晓了Jeffery所说的不过是个谎言。另一方面，在一个夜里，当Baxter回到他家的时候，意外地发现Fran竟倒在他的床上，并且服了很多安眠药企图自杀......  本片获1960年奥斯卡十项提名，赢得包括最佳导演、最佳影片在内的五项大奖。,125
20世纪少女,2022-10-06,82,"爱情,剧情",朝鲜语,1999年，一名少女为了大犯花痴的好友而密切关注学校里的一个男生，结果却展开了自己的爱情故事。,119
小姐,2016-06-01,82,"惊悚,剧情,爱情",朝鲜语,故事背景设定在1930年代日本占领时期的朝鲜。新人女仆淑熙受雇服侍日本贵族秀子，后者与专横的舅舅居住在一座偏僻的乡间大宅中。然而女仆怀揣秘密：她实为一名扒手，受假冒日本伯爵的骗子招募，企图助其引诱小姐私奔，夺取财产后将秀子关进疯人院。计划似乎顺利进行，直到淑熙与秀子之间萌生了意料之外的情愫。,145
无知的声音,2005-01-28,82,"剧情,战争",西班牙语,20世纪80年代伊始，位于中美洲北部的小国萨尔瓦多爆发长达12年的内战。政府军和游击队连年激战，人民流离失所，国家破败不堪。11岁的男孩恰瓦（Carlos Padilla 饰）和母亲、姊妹生活在一起，他的父亲背井离乡，杳无音信。家中的生活困苦不堪，死亡也随时威胁着他们。本该在学堂求学的恰瓦，却被迫成为了一名端着冲锋枪的娃娃兵。从此，死神成为这群懵懂孩童最亲密最恐怖的同行者……,120
